Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.p90,Ast.p90,G+A.p90,G-PK.p90,G+A-PK.p90,xG.p90,xAG.p90,xG+xAG.p90,npxG.p90,npxG+xAG.p90
447,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,34-277,1988,19,17,1464,16.3,0,0,0,0,0,0,1,0,1.8,1.8,0.6,2.4,31,70,49,0,0,0,0,0,0.11,0.04,0.15,0.11,0.15
448,Gianluca Caprari,it ITA,MFFW,Monza,it Serie A,29-258,1993,28,25,1877,20.9,4,2,6,3,1,1,5,0,4.5,3.7,1.7,5.4,77,60,150,0.19,0.1,0.29,0.14,0.24,0.21,0.08,0.3,0.18,0.26
449,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,35-251,1987,15,13,1094,12.2,1,0,1,1,0,0,0,0,1.9,1.9,0.5,2.4,6,11,76,0.08,0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19
450,Francesco Caputo,it ITA,FW,Empoli,it Serie A,35-251,1987,14,13,1106,12.3,2,4,6,1,1,1,1,0,3.9,3.1,1.4,4.5,10,13,89,0.16,0.33,0.49,0.08,0.41,0.32,0.12,0.43,0.25,0.37
451,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,23-058,2000,28,24,2089,23.2,1,6,7,1,0,0,2,0,1.9,1.9,3.8,5.7,28,139,90,0.04,0.26,0.3,0.04,0.3,0.08,0.16,0.25,0.08,0.25
452,Andrea Carboni,it ITA,DF,Monza,it Serie A,22-069,2001,4,1,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,9,2,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1
453,Franco Carboni,it ITA,DF,Monza,it Serie A,20-010,2003,2,0,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,2,8,0,0,0,0,0,0.12,0.07,0.19,0.12,0.19
454,Valentin Carboni,it ITA,MFDF,Inter,it Serie A,18-040,2005,5,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0.09,0.09,0,0.09
455,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29-356,1993,19,17,1506,16.7,0,1,1,0,0,0,2,3,0.2,0.2,0.7,0.8,19,51,35,0,0.06,0.06,0,0.06,0.01,0.04,0.05,0.01,0.05
456,Irvin Cardona,fr FRA,FWMF,Brest,fr Ligue 1,25-249,1997,10,1,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,4,14,0,0,0,0,0,0.08,0.12,0.2,0.08,0.2
457,Irvin Cardona,fr FRA,MFFW,Augsburg,de Bundesliga,25-249,1997,5,0,162,1.8,1,0,1,1,0,0,2,0,1.5,1.5,0,1.6,6,1,8,0.56,0,0.56,0.56,0.56,0.85,0.01,0.86,0.85,0.86
458,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,26-236,1996,5,3,301,3.3,0,0,0,0,0,0,1,1,0,0,0.4,0.5,4,17,11,0,0,0,0,0,0.01,0.13,0.14,0.01,0.14
459,Carlos,br BRA,DF,Monza,it Serie A,24-097,1999,26,26,2273,25.3,5,5,10,5,0,0,2,0,2.6,2.6,2.9,5.4,63,78,113,0.2,0.2,0.4,0.2,0.4,0.1,0.11,0.21,0.1,0.21
460,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30-030,1993,2,2,179,2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,10,0,0,0,0,0,0,0.18,0,0.18,0.18,0.18
461,Juan Carlos,es ESP,GK,Girona,es La Liga,35-084,1988,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,José Carlos Lazo,es ESP,MFFW,Almería,es La Liga,27-057,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.27,0,0.27,0.27,0.27
463,José Carlos Lazo,es ESP,MFFW,Espanyol,es La Liga,27-057,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26
464,Carmona,es ESP,MFDF,Elche,es La Liga,21-075,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08
465,Carmona,es ESP,DF,Sevilla,es La Liga,21-075,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.2,0.14,0.2
466,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22-287,2000,20,20,1800,20,0,1,1,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0.05,0.05,0,0.05,0,0.01,0.01,0,0.01
467,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,es La Liga,29-222,1993,26,17,1555,17.3,3,1,4,3,0,0,1,0,4.4,4.4,2.4,6.8,84,53,158,0.17,0.06,0.23,0.17,0.23,0.26,0.14,0.39,0.26,0.39
468,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-093,1992,21,16,1452,16.1,0,2,2,0,0,0,4,0,0.2,0.2,1.9,2.1,14,47,98,0,0.12,0.12,0,0.12,0.01,0.12,0.13,0.01,0.13
469,Fabio Carvalho,pt POR,MFFW,Liverpool,eng Premier League,20-227,2002,12,4,340,3.8,2,0,2,2,0,0,0,0,1.1,1.1,0.1,1.2,7,11,26,0.53,0,0.53,0.53,0.53,0.29,0.03,0.32,0.29,0.32
470,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,23-351,1999,2,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,William Carvalho,pt POR,MF,Betis,es La Liga,31-007,1992,24,22,1781,19.8,2,1,3,2,0,0,6,1,2.1,2.1,0.9,3,35,157,40,0.1,0.05,0.15,0.1,0.15,0.11,0.05,0.15,0.11,0.15
472,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25-059,1998,21,21,1855,20.6,1,1,2,1,0,0,5,0,0.6,0.6,0.3,0.9,9,56,3,0.05,0.05,0.1,0.05,0.1,0.03,0.02,0.05,0.03,0.05
473,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-050,1992,19,15,1338,14.9,2,3,5,2,0,0,5,2,2.1,2.1,2,4.1,8,89,24,0.13,0.2,0.34,0.13,0.34,0.14,0.14,0.27,0.14,0.27
474,Casemiro,br BRA,MF,Real Madrid,es La Liga,31-050,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25-250,1997,23,18,1639,18.2,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.9,41,74,56,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05
476,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,23-095,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,27-130,1995,29,28,2535,28.2,1,3,4,1,0,0,3,0,1.8,1.8,2,3.8,35,88,122,0.04,0.11,0.14,0.04,0.14,0.07,0.07,0.14,0.07,0.14
478,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,33-108,1989,18,9,926,10.3,0,1,1,0,0,0,2,0,0.5,0.5,1.4,1.9,10,85,8,0,0.1,0.1,0,0.1,0.05,0.14,0.19,0.05,0.19
479,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30-293,1992,27,27,2430,27,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0.04,0.04,0,0.04,0,0,0,0,0
480,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,24-193,1998,27,26,2060,22.9,6,0,6,5,1,1,9,0,7.6,6.8,1,7.8,28,29,111,0.26,0,0.26,0.22,0.22,0.33,0.04,0.38,0.3,0.34
481,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-078,1995,24,22,1848,20.5,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,16,74,13,0,0,0,0,0,0.03,0,0.03,0.03,0.03
482,Samu Castillejo,es ESP,FWMF,Valencia,es La Liga,28-086,1995,22,16,1223,13.6,4,0,4,4,0,0,6,0,2.6,2.6,2.8,5.4,47,64,101,0.29,0,0.29,0.29,0.29,0.19,0.21,0.4,0.19,0.4
483,Jonny Castro,es ESP,DF,Wolves,eng Premier League,29-042,1994,18,14,1261,14,1,0,1,1,0,0,3,1,0.3,0.3,1,1.3,24,70,46,0.07,0,0.07,0.07,0.07,0.02,0.07,0.1,0.02,0.1
484,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,26-056,1997,8,2,257,2.9,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,5,5,6,0,0,0,0,0,0.13,0.02,0.15,0.13,0.15
485,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28-251,1994,26,24,1774,19.7,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.2,8,80,14,0,0.05,0.05,0,0.05,0.01,0.05,0.06,0.01,0.06
486,Catena,es ESP,DF,Rayo Vallecano,es La Liga,28-168,1994,26,26,2321,25.8,1,1,2,1,0,0,11,1,1.2,1.2,1.3,2.5,8,91,1,0.04,0.04,0.08,0.04,0.08,0.05,0.05,0.1,0.05,0.1
487,Yoann Cathline,fr FRA,FWMF,Lorient,fr Ligue 1,20-266,2002,17,9,910,10.1,1,1,2,1,0,0,0,0,1.4,1.4,0.7,2.1,41,25,87,0.1,0.1,0.2,0.1,0.2,0.14,0.07,0.2,0.14,0.2
488,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26-057,1997,18,17,1502,16.7,0,0,0,0,0,0,8,1,0.3,0.3,0,0.3,19,68,8,0,0,0,0,0,0.02,0,0.02,0.02,0.02
489,Edinson Cavani,uy URU,FW,Valencia,es La Liga,36-059,1987,17,15,1045,11.6,5,1,6,3,2,3,4,0,5.3,3,1.3,4.2,8,12,43,0.43,0.09,0.52,0.26,0.34,0.46,0.11,0.57,0.26,0.36
490,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,26-250,1996,21,11,915,10.2,0,2,2,0,0,0,4,0,0.4,0.4,1.7,2.1,42,132,30,0,0.2,0.2,0,0.2,0.04,0.16,0.2,0.04,0.2
491,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,27-114,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30-338,1992,17,15,1143,12.7,2,0,2,2,0,0,7,1,0.8,0.8,0.1,0.9,20,46,20,0.16,0,0.16,0.16,0.16,0.06,0.01,0.07,0.06,0.07
493,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,29-028,1994,25,15,1268,14.1,4,0,4,4,0,0,1,0,3.3,3.3,0.1,3.4,14,14,70,0.28,0,0.28,0.28,0.28,0.23,0.01,0.24,0.23,0.24
494,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,21-223,2001,14,3,332,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,22,13,34,0,0,0,0,0,0.06,0.18,0.25,0.06,0.25
495,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26-056,1997,17,10,1017,11.3,0,0,0,0,0,0,5,0,0.3,0.3,1.3,1.6,23,44,57,0,0,0,0,0,0.03,0.12,0.14,0.03,0.14
496,Álex Centelles,es ESP,DF,Almería,es La Liga,25-157,1997,6,3,405,4.5,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.4,7,14,21,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08
497,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27-088,1996,17,14,1239,13.8,0,0,0,0,0,0,3,0,0.5,0.5,0.5,1,28,69,89,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07
498,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,28-323,1994,27,17,1472,16.4,0,3,3,0,0,0,1,1,2.1,2.1,2,4.2,32,45,74,0,0.18,0.18,0,0.18,0.13,0.12,0.25,0.13,0.25
499,Julio César Enciso,py PAR,FWMF,Brighton,eng Premier League,19-081,2004,10,0,194,2.2,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,7,6,15,0.46,0,0.46,0.46,0.46,0.75,0.05,0.8,0.75,0.8
500,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,28-025,1995,6,6,540,6,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,
501,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-061,1998,14,14,1173,13,0,2,2,0,0,0,2,0,1.1,1.1,1.6,2.7,2,34,1,0,0.15,0.15,0,0.15,0.09,0.12,0.21,0.09,0.21
502,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,25-007,1998,6,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,1,14,8,0,0,0,0,0,0.02,0,0.02,0.02,0.02
503,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17-333,2005,9,4,390,4.3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,1,18,4,0,0,0,0,0,0,0.01,0.01,0,0.01
504,Fares Chaïbi,dz ALG,FWMF,Toulouse,fr Ligue 1,20-137,2002,28,19,1828,20.3,5,4,9,5,0,0,2,0,4.8,4.8,3.6,8.4,54,72,165,0.25,0.2,0.44,0.25,0.44,0.23,0.18,0.41,0.23,0.41
505,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,28-123,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.71,0,0.71,0.71,0.71
506,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-283,1999,17,11,1018,11.3,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,9,35,9,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04
507,Calum Chambers,eng ENG,DFMF,Aston Villa,eng Premier League,28-084,1995,10,2,289,3.2,0,0,0,0,0,0,2,0,0,0,0,0.1,3,14,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
508,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,33-016,1990,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0.02,0.02,0,0.02
509,Gaëtan Charbonnier,fr FRA,FWMF,Auxerre,fr Ligue 1,34-108,1988,6,3,254,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.7,2,11,18,0.35,0,0.35,0.35,0.35,0.21,0.05,0.26,0.21,0.26
510,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-113,1994,22,19,1771,19.7,0,0,0,0,0,0,5,0,1,1,0.3,1.3,2,51,2,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
511,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-038,1991,28,19,1886,21,2,2,4,2,0,0,3,0,1,1,2.1,3,15,77,41,0.1,0.1,0.19,0.1,0.19,0.05,0.1,0.14,0.05,0.14
512,Pep Chavarría,es ESP,FWMF,Rayo Vallecano,es La Liga,25-004,1998,9,0,128,1.4,0,0,0,0,0,0,1,0,0,0,0.2,0.2,6,6,10,0,0,0,0,0,0,0.14,0.14,0,0.14
513,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-249,1997,1,0,33,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
514,Rayan Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,19-240,2003,27,14,1282,14.2,3,5,8,3,0,0,3,0,3.3,3.3,5.2,8.5,91,94,191,0.21,0.35,0.56,0.21,0.56,0.23,0.37,0.6,0.23,0.6
515,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-082,1995,6,2,207,2.3,0,0,0,0,0,0,1,0,0,0,0.2,0.2,2,4,7,0,0,0,0,0,0,0.07,0.07,0,0.07
516,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-159,2001,24,24,2160,24,0,0,0,0,0,0,1,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
517,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17-313,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
518,Federico Chiesa,it ITA,DFMF,Juventus,it Serie A,25-171,1997,12,2,422,4.7,0,3,3,0,0,0,1,0,0.7,0.7,1.8,2.5,22,15,38,0,0.64,0.64,0,0.64,0.16,0.39,0.54,0.16,0.54
519,Ben Chilwell,eng ENG,DFMF,Chelsea,eng Premier League,26-114,1996,19,11,1064,11.8,2,2,4,2,0,0,3,0,1.1,1.1,2,3.1,34,29,115,0.17,0.17,0.34,0.17,0.34,0.1,0.16,0.26,0.1,0.26
520,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,33-151,1989,11,10,726,8.1,0,0,0,0,0,0,2,0,0,0,0,0,2,11,1,0,0,0,0,0,0,0,0,0,0
521,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25-326,1997,24,23,1891,21,0,1,1,0,0,0,1,0,0.8,0.8,1.6,2.4,15,164,22,0,0.05,0.05,0,0.05,0.04,0.08,0.11,0.04,0.11
522,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-202,2001,27,20,1893,21,0,2,2,0,0,0,4,0,0.3,0.3,2,2.3,7,80,24,0,0.1,0.1,0,0.1,0.01,0.1,0.11,0.01,0.11
523,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,27-004,1996,16,15,1263,14,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.9,16,72,2,0,0.07,0.07,0,0.07,0.03,0.03,0.06,0.03,0.06
524,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,24-023,1999,27,27,2430,27,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
525,Ryan Christie,sct SCO,MFFW,Bournemouth,eng Premier League,28-051,1995,24,14,1258,14,1,0,1,1,0,0,1,0,1.7,1.7,1,2.7,25,54,44,0.07,0,0.07,0.07,0.07,0.12,0.08,0.2,0.12,0.2
526,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,eng Premier League,19-176,2003,11,1,232,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,13,12,16,0,0,0,0,0,0.11,0.04,0.16,0.11,0.16
527,Samuel Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,23-327,1999,27,18,1655,18.4,6,5,11,6,0,0,1,0,4.4,4.4,3.2,7.6,91,51,186,0.33,0.27,0.6,0.33,0.6,0.24,0.17,0.41,0.24,0.41
528,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-277,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-040,2000,12,9,863,9.6,1,0,1,1,0,0,3,0,0.8,0.8,0,0.8,3,21,0,0.1,0,0.1,0.1,0.1,0.08,0,0.09,0.08,0.09
530,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,31-022,1992,9,8,602,6.7,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,29,2,0,0.15,0.15,0,0.15,0.03,0.04,0.07,0.03,0.07
531,Yanis Cimignani,fr FRA,MFDF,Ajaccio,fr Ligue 1,21-082,2002,8,3,279,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,0,17,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09
532,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-257,1985,26,6,710,7.9,6,0,6,3,3,4,1,0,5.1,1.8,0.5,2.3,5,6,29,0.76,0,0.76,0.38,0.38,0.64,0.06,0.7,0.23,0.29
533,Tio Cipot,si SVN,FWDF,Spezia,it Serie A,19-359,2003,5,0,93,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,4,11,0,0,0,0,0,0.04,0.08,0.12,0.04,0.12
534,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,es La Liga,29-029,1994,24,10,1047,11.6,1,0,1,1,0,0,4,0,2,2,0.2,2.2,8,54,3,0.09,0,0.09,0.09,0.09,0.17,0.02,0.19,0.17,0.19
535,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-249,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11
536,Patrick Ciurria,it ITA,DFMF,Monza,it Serie A,28-064,1995,27,22,1965,21.8,4,4,8,4,0,0,3,0,3.9,3.9,5.1,9,45,61,131,0.18,0.18,0.37,0.18,0.37,0.18,0.23,0.41,0.18,0.41
537,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-066,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
538,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24-312,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,1,0,0,0,0,0,0.12,0.07,0.18,0.12,0.18
539,Alexis Claude-Maurice,fr FRA,MFFW,Lens,fr Ligue 1,24-312,1998,17,4,526,5.8,3,2,5,3,0,0,0,0,1.1,1.1,0.8,1.9,10,24,40,0.51,0.34,0.86,0.51,0.86,0.19,0.13,0.32,0.19,0.32
540,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-201,1992,26,24,1938,21.5,1,8,9,1,0,0,1,0,2.9,2.9,6,8.9,57,91,164,0.05,0.37,0.42,0.05,0.42,0.13,0.28,0.41,0.13,0.41
541,Carlos Clerc,es ESP,DFMF,Elche,es La Liga,31-052,1992,23,22,1830,20.3,0,1,1,0,0,0,1,0,0.6,0.6,1.4,2,41,56,80,0,0.05,0.05,0,0.05,0.03,0.07,0.1,0.03,0.1
542,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32-009,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0,0,0.7,0.7,14,52,29,0,0,0,0,0,0,0.04,0.04,0,0.04
543,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-048,1993,22,22,1970,21.9,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.2,4,40,1,0.05,0.05,0.09,0.05,0.09,0.04,0.01,0.05,0.04,0.05
544,Marcus Coco,fr FRA,DFFW,Nantes,fr Ligue 1,26-294,1996,19,3,350,3.9,1,0,1,1,0,0,1,0,0.8,0.8,0.6,1.5,11,16,30,0.26,0,0.26,0.26,0.26,0.21,0.17,0.38,0.21,0.38
545,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,31-053,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,26,9,0,0.15,0.15,0,0.15,0.01,0.05,0.06,0.01,0.06
546,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,33-172,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,16,3,0,0,0,0,0,0,0.03,0.03,0,0.03
547,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34-185,1988,22,19,1612,17.9,1,0,1,1,0,0,1,0,0.3,0.3,0.6,0.9,13,55,34,0.06,0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05
548,David Čolina,hr CRO,DFMF,Augsburg,de Bundesliga,22-269,2000,4,0,92,1,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.6,0,3,6,0.98,0,0.98,0.98,0.98,0.43,0.13,0.55,0.43,0.55
549,Álex Collado,es ESP,MF,Elche,es La Liga,23-357,1999,10,8,539,6,1,1,2,1,0,0,1,0,0.5,0.5,0.9,1.4,10,16,34,0.17,0.17,0.33,0.17,0.33,0.08,0.16,0.23,0.08,0.23
550,Diego Collado,es ESP,FW,Villarreal,es La Liga,22-095,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
551,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,30-172,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0,1.2,3,33,2,0.07,0,0.07,0.07,0.07,0.08,0,0.08,0.08,0.08
552,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21-349,2001,21,17,1579,17.5,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,11,60,5,0,0,0,0,0,0.01,0,0.01,0.01,0.01
553,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,21-037,2002,25,14,1266,14.1,4,2,6,4,0,1,4,0,4.5,3.7,1.4,5.1,12,19,101,0.28,0.14,0.43,0.28,0.43,0.32,0.1,0.42,0.26,0.37
554,Andrea Colpani,it ITA,MF,Monza,it Serie A,23-338,1999,21,5,635,7.1,3,0,3,3,0,0,1,0,1.7,1.7,1.2,2.8,20,38,47,0.43,0,0.43,0.43,0.43,0.24,0.16,0.4,0.24,0.4
555,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,20-047,2003,10,8,711,7.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,35,3,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06
556,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,26-305,1996,18,10,998,11.1,6,4,10,6,0,0,2,1,3.3,3.3,3.7,7,72,47,213,0.54,0.36,0.9,0.54,0.9,0.3,0.34,0.63,0.3,0.63
557,Eray Cömert,ch SUI,DF,Valencia,es La Liga,25-069,1998,20,17,1526,17,1,0,1,1,0,0,4,1,0.5,0.5,0.1,0.5,5,50,0,0.06,0,0.06,0.06,0.06,0.03,0,0.03,0.03,0.03
558,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,26-191,1996,26,20,1728,19.2,2,1,3,2,0,0,4,0,2.2,2.2,1.3,3.5,22,109,45,0.1,0.05,0.16,0.1,0.16,0.11,0.07,0.18,0.11,0.18
559,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36-077,1987,27,27,2430,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
560,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,25-021,1998,16,13,1177,13.1,1,2,3,1,0,0,0,0,0.6,0.6,1.9,2.4,30,51,87,0.08,0.15,0.23,0.08,0.23,0.04,0.14,0.19,0.04,0.19
561,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-043,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
562,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-070,1997,23,17,1554,17.3,0,2,2,0,0,0,3,0,0.2,0.2,2.3,2.4,9,56,8,0,0.12,0.12,0,0.12,0.01,0.13,0.14,0.01,0.14
